Origin,Destination,Distance (km),Travel Time (hours),Bus Number,Departure Time,Intermediate Stops
Nottingham,Plymouth,438,4.5,KPJ587,11:25,"Peterborough, Newcastle, Birmingham"
Nottingham,Swansea,324,2.3,QQO372,09:31,"Leicester, Luton, Reading, London, Belfast"
Nottingham,Newport,396,2.5,UYB450,15:04,"Chelmsford, Wolverhampton, Edinburgh, London, Stoke-on-Trent"
Nottingham,Coventry,344,3.7,SNU345,07:20,
Nottingham,Stoke-on-Trent,146,4.1,UBT517,07:04,York
Nottingham,Wolverhampton,302,0.9,TFJ354,15:40,"Dundee, Liverpool, Derby, Sheffield"
Nottingham,Derby,234,4.5,ZFS539,10:15,"Bournemouth, Portsmouth, Peterborough, Wolverhampton, York"
Nottingham,Norwich,347,2.3,SUR609,10:54,Reading
Nottingham,Blackpool,140,1.8,QLW428,23:31,"Peterborough, Woking, London, Derby, Glasgow"
Nottingham,Middlesbrough,341,5.7,LLA461,05:17,Wolverhampton
Nottingham,Bournemouth,72,4.5,KQF880,11:11,"Manchester, Edinburgh, Colchester, Nottingham, Wolverhampton"
Nottingham,Luton,273,2.9,AKE177,03:08,"Reading, Derby, Basildon, Derry"
Nottingham,Reading,294,5.2,MHR671,21:25,"Woking, Sheffield, Rotherham, Bedford, Norwich"
Nottingham,Warrington,120,4.2,FLQ197,23:28,"Basildon, Reading"
Nottingham,Peterborough,362,4.6,HDB260,23:58,Bristol
Nottingham,Huddersfield,271,4.9,EFD342,11:23,"Reading, Swansea, Blackpool"
Nottingham,Slough,425,1.1,ITQ279,06:22,
Nottingham,Basildon,255,5.0,OJD315,08:32,York
Nottingham,Chelmsford,332,3.1,QMH794,06:02,"Liverpool, Aberdeen"
Nottingham,Colchester,205,2.5,KLN371,02:19,Coventry
Nottingham,Derry,351,0.8,JUT459,10:21,
Nottingham,Woking,322,3.7,KZO279,10:38,Edinburgh
Nottingham,Rotherham,349,2.1,BVV845,20:46,"Cardiff, Middlesbrough, Bristol, Aberdeen, Inverness"
Nottingham,Bedford,162,2.9,FID925,10:24,"Liverpool, Huddersfield, Blackpool"
Brighton,London,236,3.2,UND172,08:32,Derry
Brighton,Manchester,426,3.4,EYT793,22:34,Swansea
Brighton,Birmingham,80,1.1,OIB293,03:31,Stoke-on-Trent
Brighton,Liverpool,476,4.7,BKF531,09:00,"Middlesbrough, Dundee, Leeds, Huddersfield, Reading"
Brighton,Leeds,488,5.6,KRF203,13:17,"Sheffield, Derry, Leeds, Coventry"
Brighton,Sheffield,474,2.9,FIC609,01:47,
Brighton,Bristol,221,5.4,JMZ878,18:34,Edinburgh
Brighton,Glasgow,396,3.2,NAB463,00:13,
Brighton,Edinburgh,192,5.2,RNG730,23:06,"Oxford, Coventry, Edinburgh"
Brighton,Cardiff,487,1.2,TNR133,22:59,"Chelmsford, Stoke-on-Trent, Portsmouth, Reading, Swansea"
Brighton,Belfast,392,1.7,CNE627,03:40,"Dundee, Rotherham, Bristol, Aberdeen, Reading"
Brighton,Newcastle,248,0.6,JCQ513,08:24,
Brighton,Southampton,498,2.2,LEZ477,20:24,Chelmsford
Brighton,Portsmouth,312,3.2,DFS212,03:33,
Brighton,Nottingham,352,1.6,VUS838,17:16,"Warrington, Leeds, Dundee, Stoke-on-Trent, Peterborough"
Brighton,Leicester,327,1.4,NSV783,18:08,"Colchester, Newcastle, Luton"
Brighton,Oxford,256,5.6,KUO552,04:52,
Brighton,Cambridge,134,6.0,GES772,06:49,Leicester
Brighton,York,424,3.9,ZSC408,23:20,"Stoke-on-Trent, Manchester, Exeter, Plymouth"
Brighton,Aberdeen,123,4.9,QNT476,01:23,
Brighton,Dundee,303,0.8,RBR731,11:18,Cardiff
Brighton,Inverness,436,1.7,DLE861,06:33,
Brighton,Exeter,440,1.3,VFU899,23:25,York
Brighton,Plymouth,253,3.2,DJA331,11:45,"York, Newport"
Brighton,Swansea,390,3.6,TOZ533,20:29,"Stoke-on-Trent, Glasgow, Inverness, Belfast"
Brighton,Newport,221,1.7,GAW129,06:49,"Stoke-on-Trent, Brighton, Leeds"
Brighton,Coventry,499,4.1,GUG559,06:25,Slough
Brighton,Stoke-on-Trent,199,3.0,RPF181,08:31,
Brighton,Wolverhampton,287,3.8,HOD726,23:57,
Brighton,Derby,393,2.0,GOX922,18:08,"Glasgow, Newcastle, Manchester"
Brighton,Norwich,117,1.3,JOD656,03:26,"Aberdeen, Slough"
Brighton,Blackpool,384,1.4,ZNI407,23:19,York
Brighton,Middlesbrough,357,1.4,CKV349,06:57,
Brighton,Bournemouth,115,2.7,UZE999,04:25,
Brighton,Luton,149,2.0,FEA506,17:09,"Oxford, Derry, Stoke-on-Trent, Belfast, Blackpool"
Brighton,Reading,225,2.7,JXW900,04:55,"Warrington, Portsmouth, Basildon, London"
Brighton,Warrington,203,0.5,BHW704,11:06,"Oxford, Liverpool"
Brighton,Peterborough,277,2.3,ACT936,17:00,"Portsmouth, Swansea"
Brighton,Huddersfield,50,5.2,LQC692,21:11,"Bristol, Oxford"
Brighton,Slough,344,4.5,QSY780,21:28,"Bedford, Leicester, Dundee, Blackpool, Cambridge"
Brighton,Basildon,105,3.8,SRW927,23:01,"Bristol, Peterborough, Birmingham"
Brighton,Chelmsford,103,5.3,FFD863,10:02,Manchester
Brighton,Colchester,90,0.6,QXE398,06:49,York
Brighton,Derry,498,3.3,LTA548,02:00,
Brighton,Woking,239,2.5,KBW418,02:52,"London, Bristol, Liverpool, Belfast, Huddersfield"
Brighton,Rotherham,350,5.4,OKI680,00:32,"Portsmouth, London, Southampton"
Brighton,Bedford,374,3.6,BZB834,02:56,Middlesbrough
Leicester,London,305,0.9,KPA834,11:55,"Rotherham, Aberdeen, Oxford, Leeds, Belfast"
Leicester,Manchester,285,4.8,XKQ251,01:47,
Leicester,Birmingham,336,3.2,DLG768,06:56,"Rotherham, Norwich, Wolverhampton, Chelmsford, Warrington"
Leicester,Liverpool,321,3.5,RBQ254,17:35,"Bedford, Newport, Portsmouth, Birmingham, Bournemouth"
Leicester,Leeds,246,1.2,NIS874,21:59,
Leicester,Sheffield,308,3.4,QYZ898,02:47,
Leicester,Bristol,493,4.1,ZQW457,14:34,"Swansea, Leeds, Derby"
Leicester,Glasgow,470,5.3,IJR960,22:09,
Leicester,Edinburgh,73,3.3,VBV855,22:44,Bournemouth
Leicester,Cardiff,89,1.0,GFJ122,07:47,Blackpool
Leicester,Belfast,166,2.8,ALW471,16:05,
Leicester,Newcastle,164,4.3,WOG471,22:00,"Cambridge, Portsmouth, Rotherham, Woking, Edinburgh"
Leicester,Southampton,497,5.8,LCR160,23:35,"Peterborough, Blackpool, Dundee, Brighton"
Leicester,Portsmouth,292,4.6,UDG504,05:14,"London, Reading, Basildon, Brighton, York"
Leicester,Nottingham,250,2.1,QVQ189,13:24,"Southampton, Norwich, Reading, Nottingham, Slough"
Leicester,Brighton,407,2.9,CZH801,21:24,
Leicester,Oxford,458,4.4,DTA176,11:16,"Sheffield, Edinburgh, London, Belfast, Bristol"
Leicester,Cambridge,440,5.3,UNF709,18:31,"Exeter, Woking, Nottingham, Swansea"
Leicester,York,173,4.4,ORD532,17:42,"Huddersfield, Cambridge"
Leicester,Aberdeen,467,5.9,RHV118,15:50,"Belfast, Southampton, Derry, Slough"
Leicester,Dundee,224,1.6,AVQ153,23:45,"Portsmouth, Wolverhampton, Coventry, Liverpool, Luton"
Leicester,Inverness,131,1.3,JLT205,04:37,"Plymouth, Liverpool"
Leicester,Exeter,373,3.4,PEY801,00:14,"Bournemouth, Stoke-on-Trent, Middlesbrough, Cardiff"
Leicester,Plymouth,129,3.6,DJN687,15:28,"Rotherham, Woking, Sheffield, Bournemouth, Inverness"
Leicester,Swansea,248,4.8,CTR126,03:26,"Manchester, Norwich, Luton, Wolverhampton, York"
Leicester,Newport,340,5.8,ZVT482,14:18,"Edinburgh, Peterborough, Woking, London"
Leicester,Coventry,61,1.5,XIB783,10:24,
Leicester,Stoke-on-Trent,165,1.1,ZTD429,23:30,"Exeter, Stoke-on-Trent, London, Edinburgh, Liverpool"
Leicester,Wolverhampton,400,2.7,RZP235,12:04,"Woking, Wolverhampton, Newcastle, Leeds"
Leicester,Derby,209,5.4,CTQ769,16:37,"Blackpool, Southampton, Huddersfield, Swansea, Middlesbrough"
Leicester,Norwich,432,4.7,AIK554,17:41,Newcastle
Leicester,Blackpool,421,1.3,CIJ228,01:00,Liverpool
Leicester,Middlesbrough,397,1.2,MZP486,04:11,"Chelmsford, Wolverhampton, Stoke-on-Trent, Colchester"
Leicester,Bournemouth,174,3.2,XPU999,23:36,Aberdeen
Leicester,Luton,172,3.4,KLJ898,19:12,
Leicester,Reading,397,3.3,XJO577,16:28,"Luton, Dundee, Manchester"
Leicester,Warrington,50,3.0,VFW297,13:13,Brighton
Leicester,Peterborough,374,3.5,QFY576,20:22,"Coventry, Cardiff, Brighton, Aberdeen, Newcastle"
Leicester,Huddersfield,412,1.8,MOG541,04:01,"Portsmouth, Peterborough, Dundee, Derry, Bournemouth"
Leicester,Slough,309,3.5,OFH787,07:22,Sheffield
Leicester,Basildon,223,1.0,OOJ414,20:38,"Inverness, York"
Leicester,Chelmsford,191,5.7,ZYG877,00:01,"Bournemouth, York, Newcastle, Slough"
Leicester,Colchester,237,3.8,SUS966,09:46,"Oxford, Cardiff, Newcastle, Peterborough"
Leicester,Derry,374,3.7,ZSC235,11:37,"Newport, Stoke-on-Trent"
Leicester,Woking,264,1.8,FBU454,19:43,"Cardiff, Bedford, Colchester"
Leicester,Rotherham,80,3.1,QNL622,19:11,"Glasgow, Newport, Dundee, Inverness, Stoke-on-Trent"
Leicester,Bedford,369,2.0,ULG191,17:24,"Rotherham, Belfast"
Oxford,London,454,1.9,YBI741,18:37,
Oxford,Manchester,283,1.8,EAP359,14:35,Edinburgh
Oxford,Birmingham,158,5.0,RUG373,01:38,"Blackpool, Glasgow, Liverpool, Southampton"
Oxford,Liverpool,243,0.9,XGK646,04:33,Middlesbrough
Oxford,Leeds,187,4.2,BFD857,04:54,
Oxford,Sheffield,98,2.2,NAL887,16:07,"York, London, Colchester, Birmingham"
Oxford,Bristol,104,5.1,FTC163,19:15,"Middlesbrough, Brighton, Swansea, Derry"
Oxford,Glasgow,395,3.4,DLV960,16:09,"Plymouth, Leeds, Newport, Blackpool, Chelmsford"
Oxford,Edinburgh,409,1.2,QLJ384,00:16,Belfast
Oxford,Cardiff,218,0.5,MZK146,08:26,
Oxford,Belfast,166,2.6,PJD258,13:51,Southampton
Oxford,Newcastle,500,2.0,ZNJ387,05:17,"Derry, Middlesbrough, Cambridge, Luton, Newport"
Oxford,Southampton,354,5.4,FYQ624,18:52,"Peterborough, Chelmsford, Oxford, Derby"
Oxford,Portsmouth,433,4.1,GSF221,12:40,"Edinburgh, Derry, Leicester"
Oxford,Nottingham,134,1.4,BHX277,10:17,"Nottingham, Norwich"
Oxford,Brighton,115,0.7,FZO505,16:23,"Cambridge, Oxford, Portsmouth"
Oxford,Leicester,421,3.7,DKY549,03:28,Inverness
Oxford,Cambridge,195,5.1,QUR814,10:01,"Slough, Aberdeen, Glasgow"
Oxford,York,494,3.0,SMY741,10:06,
Oxford,Aberdeen,291,0.5,IGB211,21:35,"Bristol, Newcastle"
Oxford,Dundee,463,1.4,MNH732,10:42,"Leeds, Bristol, Peterborough"
Oxford,Inverness,454,3.1,FUU104,01:04,Glasgow
Oxford,Exeter,415,4.6,XDV463,05:05,
Oxford,Plymouth,51,1.5,YKH856,11:06,Dundee
Oxford,Swansea,231,0.7,WHN223,12:26,Plymouth
Oxford,Newport,362,4.1,TKI769,03:28,"Southampton, Dundee, Plymouth, Derby, Liverpool"
Oxford,Coventry,210,3.9,ORY243,07:04,"Portsmouth, London, Peterborough"
Oxford,Stoke-on-Trent,223,1.0,TQP784,07:43,Newcastle
Oxford,Wolverhampton,469,1.2,RNS822,16:14,Warrington
Oxford,Derby,139,4.4,KNV736,05:45,"Derby, Derry, Plymouth, Aberdeen, Bournemouth"
Oxford,Norwich,248,4.0,XTH406,01:20,"London, Slough"
Oxford,Blackpool,90,1.3,ZMA883,04:02,"Rotherham, Oxford, Exeter, Inverness, Slough"
Oxford,Middlesbrough,203,2.3,WMG344,23:16,"Brighton, Huddersfield, York"
Oxford,Bournemouth,393,5.8,MNV777,22:41,"Inverness, York, Aberdeen, Dundee, Rotherham"
Oxford,Luton,334,2.3,HRI131,03:24,
Oxford,Reading,216,2.0,PIH274,23:52,"Leicester, Portsmouth, Bedford, Liverpool, Slough"
Oxford,Warrington,265,0.8,MUX630,15:23,"Bedford, Dundee"
Oxford,Peterborough,336,5.7,JJL208,16:09,"Newcastle, Nottingham, Leicester"
Oxford,Huddersfield,387,1.9,BFN390,07:51,"Warrington, Exeter, Bedford, Brighton"
Oxford,Slough,51,1.1,GJK225,07:51,"Derby, Newport"
Oxford,Basildon,426,2.9,NUX290,18:52,"Cardiff, Norwich"
Oxford,Chelmsford,289,2.6,IAS853,20:33,
Oxford,Colchester,409,1.5,RQU822,10:58,"Colchester, Cardiff"
Oxford,Derry,479,2.7,AZT757,13:39,"Glasgow, Birmingham, Huddersfield"
Oxford,Woking,79,3.0,CEV604,11:13,"York, Stoke-on-Trent, Warrington, Rotherham"
Oxford,Rotherham,182,0.5,ROQ517,13:23,"Wolverhampton, Warrington"
Oxford,Bedford,492,0.7,CNK210,10:56,"Cardiff, Cambridge, Bournemouth, Huddersfield, Bristol"
Cambridge,London,451,3.7,YSP273,03:24,"Woking, Manchester, Blackpool, Leeds, Liverpool"
Cambridge,Manchester,207,3.8,AMP860,07:20,Southampton
Cambridge,Birmingham,476,1.9,LWW215,07:58,"Inverness, Stoke-on-Trent"
Cambridge,Liverpool,468,1.0,SQO886,09:34,
Cambridge,Leeds,494,3.4,UZH844,11:18,"Glasgow, Stoke-on-Trent"
Cambridge,Sheffield,142,6.0,RRI743,20:12,"Liverpool, Basildon, Norwich"
Cambridge,Bristol,412,4.5,GLW301,08:35,"Edinburgh, Bedford, Birmingham"
Cambridge,Glasgow,81,1.6,UOU747,21:56,Nottingham
Cambridge,Edinburgh,139,2.6,TIO325,03:24,"Southampton, Slough, Norwich, Newcastle"
Cambridge,Cardiff,419,4.1,OHW440,20:19,"Blackpool, Norwich, Wolverhampton"
Cambridge,Belfast,181,3.7,ETT656,10:49,
Cambridge,Newcastle,465,4.2,CIS256,13:17,"London, Middlesbrough, Newcastle, Derry"
Cambridge,Southampton,275,4.3,FKO379,02:38,"Newcastle, Liverpool"
Cambridge,Portsmouth,141,5.1,SRO740,20:02,"Peterborough, Southampton"
Cambridge,Nottingham,399,2.4,WOO412,05:49,"Leicester, Middlesbrough, Slough, Plymouth"
Cambridge,Brighton,307,4.8,DEC184,01:52,
Cambridge,Leicester,289,4.4,XBL738,06:52,"Sheffield, Plymouth, Swansea"
Cambridge,Oxford,198,5.9,BPY868,13:49,"Nottingham, York, Bournemouth, Plymouth"
Cambridge,York,383,0.7,BRX451,22:45,"Newcastle, Portsmouth"
Cambridge,Aberdeen,78,6.0,ULY498,15:39,"Colchester, Plymouth, Manchester, Brighton"
Cambridge,Dundee,346,4.0,VAV736,22:39,"Colchester, Slough, Luton, Brighton"
Cambridge,Inverness,380,4.0,HNF593,08:12,"York, Plymouth, Colchester"
Cambridge,Exeter,316,1.8,RWP513,08:20,"London, Newcastle, Edinburgh, Swansea, Oxford"
Cambridge,Plymouth,242,2.7,BLA157,07:57,"Huddersfield, Inverness, Leeds"
Cambridge,Swansea,370,4.0,SRY194,13:53,"London, Woking, Glasgow"
Cambridge,Newport,485,1.5,PUZ271,10:56,"Inverness, Bedford"
Cambridge,Coventry,466,4.3,COX684,13:58,"Leeds, Slough, Coventry, Newcastle, Bristol"
Cambridge,Stoke-on-Trent,74,3.0,YPI539,04:52,"Slough, Exeter"
Cambridge,Wolverhampton,108,5.0,ACR383,08:32,
Cambridge,Derby,70,1.1,HTJ219,10:19,"Swansea, Oxford, Portsmouth, Colchester"
Cambridge,Norwich,285,2.6,XRB259,13:06,"Norwich, Nottingham, Exeter, Woking, Wolverhampton"
Cambridge,Blackpool,85,3.8,PYD483,23:01,"Colchester, Woking"
Cambridge,Middlesbrough,342,2.9,RDU448,02:53,Aberdeen
Cambridge,Bournemouth,111,1.1,YIZ519,06:37,
Cambridge,Luton,307,3.7,YKE538,01:26,
Cambridge,Reading,334,4.2,XNX949,04:26,"Cambridge, Edinburgh, Blackpool, Glasgow"
Cambridge,Warrington,360,2.6,KEL362,02:30,Warrington
Cambridge,Peterborough,339,4.5,HJQ300,11:43,
Cambridge,Huddersfield,437,1.1,QMI621,17:02,Exeter
Cambridge,Slough,76,1.4,BYJ488,21:37,Coventry
Cambridge,Basildon,185,1.4,SEK214,21:25,"Warrington, Wolverhampton, Southampton, Oxford, Dundee"
Cambridge,Chelmsford,461,3.4,OEU246,16:07,"Slough, Coventry, Dundee"
Cambridge,Colchester,406,2.6,RGS444,22:18,Cambridge
Cambridge,Derry,388,4.3,DHD613,11:09,"Newcastle, Plymouth, Leeds, Birmingham"
Cambridge,Woking,368,4.2,MAB195,22:17,"Norwich, Newport"
Cambridge,Rotherham,107,4.6,QGB352,01:07,"Sheffield, Belfast, Inverness, Dundee, Bournemouth"
Cambridge,Bedford,236,1.4,PED366,15:57,"Sheffield, Chelmsford, Woking"
York,London,284,3.6,YLA327,02:06,Stoke-on-Trent
York,Manchester,327,5.1,PRQ498,22:27,"Chelmsford, Bedford, York, Blackpool, Bournemouth"
York,Birmingham,407,1.3,WXJ381,17:44,
York,Liverpool,385,2.0,VRV844,11:13,Newport
York,Leeds,420,4.1,SIR590,21:03,"Belfast, Norwich, Brighton"
York,Sheffield,66,5.1,TMG283,15:48,"Chelmsford, Belfast, Glasgow"
York,Bristol,83,4.8,BVK536,21:13,Coventry
York,Glasgow,240,5.6,SAU359,00:02,London
York,Edinburgh,224,5.8,IOR511,21:20,
York,Cardiff,61,0.5,BEV334,10:31,"Coventry, Plymouth, Warrington, Portsmouth, York"
York,Belfast,487,4.6,MMV416,09:00,"Reading, Bournemouth, Cambridge, Bristol"
York,Newcastle,163,1.7,FWG236,09:52,"Belfast, Blackpool, Liverpool, Norwich, Nottingham"
York,Southampton,341,0.5,CPD774,00:03,"Newport, Basildon, Slough, Inverness"
York,Portsmouth,355,0.8,NLZ458,16:05,
York,Nottingham,484,5.4,BTY978,12:51,
York,Brighton,398,2.3,DQC486,09:08,"Wolverhampton, Blackpool, Southampton, Bedford"
York,Leicester,351,3.0,UMT283,08:17,Belfast
York,Oxford,107,2.9,DXQ570,20:15,"Edinburgh, Bristol"
York,Cambridge,213,2.9,WXX737,04:57,"Reading, Wolverhampton, Sheffield, Blackpool, Southampton"
York,Aberdeen,259,5.7,VHZ801,03:55,"Colchester, Slough"
York,Dundee,271,1.6,EWX604,01:51,"Derby, Liverpool, Cardiff, Warrington, Bristol"
York,Inverness,444,4.9,WWB316,12:27,"Leicester, Derby, Huddersfield, Wolverhampton"
York,Exeter,476,1.2,HBY383,13:08,"Portsmouth, Liverpool, Manchester"
York,Plymouth,488,1.4,SLZ597,04:00,"Coventry, Warrington, Aberdeen"
York,Swansea,152,4.9,NFO346,03:48,
York,Newport,387,5.0,IGD218,22:08,
York,Coventry,313,3.5,SKO749,04:48,Bristol
York,Stoke-on-Trent,351,1.6,HRH809,02:25,"Leicester, Chelmsford"
York,Wolverhampton,125,4.2,FEX175,21:11,Oxford
York,Derby,385,3.7,FRP726,03:07,"Leicester, Bedford, Nottingham"
York,Norwich,253,0.9,NBY404,04:02,"Chelmsford, Slough, Glasgow"
York,Blackpool,108,4.8,MYU919,20:18,Derby
York,Middlesbrough,63,2.9,DPI399,00:03,"Bristol, Exeter, Wolverhampton, York, Liverpool"
York,Bournemouth,275,4.9,RNN961,21:57,"Birmingham, Bedford, Portsmouth, Derry"
York,Luton,92,5.0,OIX981,01:51,Derry
York,Reading,468,3.1,XZU319,12:11,
York,Warrington,65,5.0,MJD476,06:18,"Swansea, Portsmouth, Huddersfield, Cambridge"
York,Peterborough,306,2.9,JAV129,13:06,"Belfast, Chelmsford, Bournemouth"
York,Huddersfield,346,4.6,LYK569,09:08,"Liverpool, Inverness, Glasgow, Belfast"
York,Slough,338,4.1,RFJ660,07:42,"Huddersfield, Inverness"
York,Basildon,215,5.4,CTP939,23:46,"Derby, Stoke-on-Trent, Derry"
York,Chelmsford,475,3.9,ITJ451,12:58,
York,Colchester,427,1.6,USZ957,20:57,"Coventry, Bristol, Southampton, Sheffield"
York,Derry,293,3.2,LJR641,09:55,"Portsmouth, Woking, Blackpool, Newport"
York,Woking,494,4.4,QJZ920,08:17,"Leicester, Liverpool, Peterborough, Coventry, Basildon"
York,Rotherham,346,0.9,GJK641,09:59,"Plymouth, Cambridge, Newcastle, Edinburgh"
York,Bedford,404,5.8,KJG632,03:53,"Slough, Exeter"
Aberdeen,London,491,4.0,UWT105,19:16,
Aberdeen,Manchester,363,4.2,DKY652,16:29,"Derry, Leeds, Sheffield, Woking"
Aberdeen,Birmingham,190,4.9,GLL596,15:50,Derry
Aberdeen,Liverpool,403,5.6,XCC371,10:19,
Aberdeen,Leeds,93,4.5,ZYH238,05:23,
Aberdeen,Sheffield,366,2.0,SNL572,20:31,
Aberdeen,Bristol,380,5.5,CVW976,07:58,"Bedford, Blackpool, Belfast"
Aberdeen,Glasgow,204,5.8,ZBP680,13:10,"Colchester, Liverpool"
Aberdeen,Edinburgh,379,1.9,OOV974,21:13,"Derry, Coventry, Cardiff"
Aberdeen,Cardiff,217,1.4,PKD210,17:45,
Aberdeen,Belfast,149,1.3,HQV243,07:28,"Reading, Luton"
Aberdeen,Newcastle,183,0.7,PXF560,17:39,
Aberdeen,Southampton,56,1.6,ZDH975,20:35,"Colchester, Derry, Derby"
Aberdeen,Portsmouth,395,5.2,FBD590,04:53,
Aberdeen,Nottingham,404,1.6,DOV647,13:47,"Wolverhampton, Southampton, Derby, Bristol"
Aberdeen,Brighton,403,0.5,YRF460,23:42,Cardiff
Aberdeen,Leicester,280,5.6,KUW701,13:26,Liverpool
Aberdeen,Oxford,440,2.7,YLW414,02:55,"Dundee, Reading, Basildon, London, Derry"
Aberdeen,Cambridge,312,0.8,YHU581,16:33,Leeds
Aberdeen,York,490,4.4,WWU780,10:10,"Coventry, Blackpool, Exeter"
Aberdeen,Dundee,111,2.5,OIP529,22:16,Coventry
Aberdeen,Inverness,108,4.9,RIZ339,10:55,"Middlesbrough, Glasgow, Plymouth"
Aberdeen,Exeter,487,3.3,DFK773,21:33,
Aberdeen,Plymouth,292,2.0,JYJ576,00:13,"Bournemouth, Warrington, Newcastle, Glasgow, Derry"
Aberdeen,Swansea,375,3.4,NZJ340,05:13,"Luton, Blackpool"
Aberdeen,Newport,257,3.9,EBD371,10:21,
Aberdeen,Coventry,377,2.5,EWL575,03:28,"Manchester, Bristol"
Aberdeen,Stoke-on-Trent,493,2.1,LMJ912,14:27,"Slough, Colchester, Southampton, Plymouth, Rotherham"
Aberdeen,Wolverhampton,475,0.6,JTQ173,17:47,"London, Cambridge, Middlesbrough, Newport, Dundee"
Aberdeen,Derby,312,5.0,DBX404,19:17,"Blackpool, Newport, Bristol"
Aberdeen,Norwich,473,3.7,LST714,07:16,"London, Stoke-on-Trent, Belfast, Chelmsford"
Aberdeen,Blackpool,258,2.8,QLQ576,18:53,"Exeter, Oxford, Coventry, Glasgow, Inverness"
Aberdeen,Middlesbrough,476,1.8,PQG420,09:06,Bournemouth
Aberdeen,Bournemouth,472,2.5,SAD135,15:49,Manchester
Aberdeen,Luton,68,4.1,WFF902,19:09,"Middlesbrough, Derry"
Aberdeen,Reading,172,4.0,XOS865,08:37,"Belfast, Rotherham, Leicester, Middlesbrough"
Aberdeen,Warrington,95,5.6,GBH305,18:40,"Bournemouth, Inverness"
Aberdeen,Peterborough,174,3.5,BPI254,04:44,"Reading, Warrington, Birmingham"
Aberdeen,Huddersfield,80,3.2,QWA657,17:50,"Norwich, Cambridge, Sheffield"
Aberdeen,Slough,134,4.9,FGG828,19:05,"Chelmsford, Bournemouth, Glasgow, Stoke-on-Trent, Bedford"
Aberdeen,Basildon,126,1.7,VRX692,21:08,"Colchester, Aberdeen, Bristol, Cambridge"
Aberdeen,Chelmsford,198,2.9,TEW132,01:15,"Liverpool, Slough"
Aberdeen,Colchester,254,3.8,GLN417,09:10,"Inverness, Wolverhampton, Huddersfield"
Aberdeen,Derry,113,5.6,JAN737,09:58,
Aberdeen,Woking,350,2.0,VAV341,08:59,"Nottingham, Brighton, Basildon, Sheffield"
Aberdeen,Rotherham,349,3.3,KPD526,10:48,"Brighton, Rotherham, Slough"
Aberdeen,Bedford,257,2.8,HCL620,03:42,Coventry
Dundee,London,462,1.8,PGD222,10:17,London
Dundee,Manchester,121,4.1,LUL734,22:15,"Bedford, Newcastle, Middlesbrough"
Dundee,Birmingham,426,2.8,GEY672,21:24,"Bournemouth, Huddersfield, Brighton"
Dundee,Liverpool,173,2.1,PPB646,11:52,"Norwich, Nottingham, Manchester"
Dundee,Leeds,61,0.7,QOI542,16:22,"Portsmouth, Manchester, Woking, Newcastle"
Dundee,Sheffield,402,2.5,QDP601,15:05,"Belfast, Southampton, Leeds, Liverpool"
Dundee,Bristol,252,4.0,FHY415,09:50,Edinburgh
Dundee,Glasgow,354,4.3,JSB756,12:03,"Woking, Derby"
Dundee,Edinburgh,318,3.1,TRN875,21:09,"Nottingham, Derby, Manchester, Rotherham, London"
Dundee,Cardiff,262,5.6,IFX702,15:14,Coventry
Dundee,Belfast,212,1.5,DKS290,10:00,Warrington
Dundee,Newcastle,327,4.5,FWN690,08:38,
Dundee,Southampton,453,1.5,MKI589,05:18,"Bristol, Leicester, Reading"
Dundee,Portsmouth,59,2.2,XKM137,13:43,"Derry, Bournemouth, Cambridge, Manchester"
Dundee,Nottingham,479,3.8,TDQ745,16:29,"Bournemouth, Woking, Bristol, Derby, Reading"
Dundee,Brighton,472,4.7,JLI727,16:49,"Bristol, Cardiff, London"
Dundee,Leicester,133,1.8,ZDL909,17:21,"Sheffield, Woking, Inverness"
Dundee,Oxford,226,2.4,OEE381,14:30,
Dundee,Cambridge,118,1.9,TEA597,12:58,"Inverness, Belfast, London, Glasgow, Manchester"
Dundee,York,201,1.2,CYE887,15:19,
Dundee,Aberdeen,198,5.8,JRK423,14:11,Blackpool
Dundee,Inverness,196,0.9,TLK732,07:44,
Dundee,Exeter,438,4.4,BSA880,11:34,
Dundee,Plymouth,315,5.9,WYT147,00:30,"Norwich, Cambridge, Aberdeen, Colchester"
Dundee,Swansea,59,4.4,GBS886,19:37,"Bedford, Inverness, Plymouth, Wolverhampton"
Dundee,Newport,242,5.6,SBT866,10:44,"Woking, Blackpool, Bedford, Bristol"
Dundee,Coventry,232,1.3,BDG342,07:01,"Bournemouth, Exeter, Inverness, Portsmouth, Colchester"
Dundee,Stoke-on-Trent,455,1.8,YPV744,22:14,Liverpool
Dundee,Wolverhampton,72,1.4,MOH370,10:54,"Manchester, Birmingham"
Dundee,Derby,270,5.2,TIK188,08:45,"Belfast, Chelmsford"
Dundee,Norwich,175,5.0,TKH341,07:05,Sheffield
Dundee,Blackpool,265,1.6,XVM969,09:14,"London, Derby, Luton"
Dundee,Middlesbrough,449,1.8,RST818,10:50,Warrington
Dundee,Bournemouth,56,1.2,FGT203,04:22,"Derby, Basildon, Edinburgh, Warrington, Rotherham"
Dundee,Luton,285,3.3,PUU998,01:53,"Derry, Portsmouth"
Dundee,Reading,401,5.4,AUM798,23:59,"Swansea, Nottingham, Chelmsford"
Dundee,Warrington,419,3.8,UGM995,18:11,"Derby, Huddersfield, Leeds, Newcastle, Basildon"
Dundee,Peterborough,249,3.3,WDK583,05:52,
